	topic	CID	ID	PID	stance	rebuttal	name	parent	rawTweet	label	tweet_id	postTweet	n_key	mentions	hashtags
10	obama	A	21	-1	1	null	TheHallow1	null	"Obama is doing fine. Hell, I'll vote for him in 2012. His election brought a lot of racists out of the woodwork which happens to include, (big surprise), the majority of the Republican Party. Obama isn't the next Hitler. If you think so then you've been listening to/watching to much Glenn Beck. I say GObama. (Go + Obama)
"	2	3930	2012 beck big brought election fine glenn go gobama hell hitler include listening lot majority obama obama obama party racists republican surprise to vote watching woodwork	26	[]	[]
11	obama	A	24	22	1	oppose	TheHallow1	saintlouis	"Well, I'm not wrong. Some people just can't seem to let go of their old ways. If the idea of an African-American as the President of the United States makes you uncomfortable as it did so many people, you're a racist.
"	2	3933	african american idea makes people people president racist states uncomfortable united ways well wrong	14	[]	[]
12	obama	A	25	24	-1	oppose	saintlouis	TheHallow1	"You will judge me and call me a racist based on my political ideals?  I could just as easily call you an anti-American communist who only supports Obama because he is half black.
"	1	3934	american anti based black call call communist easily half ideals judge obama political racist supports	15	[]	[]
13	obama	A	26	24	-1	oppose	saintlouis	TheHallow1	"You call me a racist based on my political ideals?  I could just as easily call you an anti-American communist who only supports Obama because he  IS  half black  NOTE: my apologies i did not see my previous reply so i concluded it was not completed, i will mark this as ""none"".
"	1	3935	american anti apologies based black call call communist completed concluded easily half ideals mark none note obama political previous racist reply supports	22	[]	[]
14	obama	A	28	27	-1	oppose	saintlouis	TheHallow1	"But that would be flawed just like the rest of your logic.   I'm assuming you voted for Obama because he's half black as you have no other argument to support him. And in that case your logic is flawed because you support a political figure due to the way he looks.
"	1	3937	argument assuming black case due figure flawed flawed half him logic logic looks obama political rest support support voted	19	[]	[]
15	obama	A	29	21	-1	oppose	wolverinetre	TheHallow1	"Yes, and while ""giving it"" to those mean racists is important, I'm afraid I have to tell you something that should sadden you deeply:  The country is in ruins; Barack Obama is  not  working.   Get off your elitist high horse and face reality.
"	1	3938	afraid barack country deeply elitist face giving high horse important it obama racists reality ruins sadden working yes	18	[]	[]
16	obama	A	31	30	-1	oppose	saintlouis	beaubrent	"Says the man who uses a foreign flag as a picture for his profile.  And i love how you made no mention of his politics.
"	1	3941	flag foreign love made man mention picture politics profile	9	[]	[]
17	obama	A	32	31	1	oppose	JustIgnoreMe	saintlouis	"Says the man who uses a picture of a socialist/marxist foreigner for his profile.  http://en.wikipedia.org/wiki/James_Connolly   ""The picture I use is of James Connolly, a man I greatly admire""   http://www.createdebate.com/debate/show/ Why_did_you_choose_the_name_and_picture_                                        you_use_for_this_site#arg127243    silly silly argument
"	2	3942	admire arg127243 argument connolly foreigner greatly james man man marxist picture picture profile silly silly socialist the why_did_you_choose_the_name_and_picture_ you_use_for_this_site	19	[]	['#arg127243']
18	obama	A	33	32	-1	oppose	saintlouis	JustIgnoreMe	"I admire James Connolly's bravery on Easter 1916 and his stance on Womens rights. He received education no farther than a middle-schooler so his politics are of course simple-minded.  If I may ask you a question, did you know of James Connolly before you saw my post  ""The picture I use is of James Connolly, a man I greatly admire"" ?
"	1	3943	1916 admire admire bravery connolly connolly connolly easter education farther greatly james james james man middle minded picture politics post question received rights schooler simple stance the womens	28	[]	[]
19	obama	A	34	33	1	oppose	JustIgnoreMe	saintlouis	"I had heard of him before, though I did not know that was his picture and it was good to refresh my memory on him. I wasn't commenting on him in particular, just the   foreign avatar discredits your argument   hypothesis.
"	2	3944	argument avatar before commenting discredits foreign good heard him hypothesis memory particular picture refresh	14	[]	[]
20	obama	A	37	36	1	oppose	iamdavidh	TheHater	"Abortion is no more murder than jacking off and killing all those little semen, or stepping on an ant. And actually Obama is near genius. He came from a lower middle class family, yet still received all types of honors all throughout school and in Ivy league schools no less. I'm sure his IQ is at least double that of you... or that retard anti-abortinists put in office last time Bush. By the way, how did Bush do with that making abortion illegal thing? I forget...
"	2	3947	abortinists abortion abortion ant anti bush bush class double family forget genius honors illegal iq ivy jacking killing league less lower making middle murder obama office put received retard school schools semen stepping thing time types way you	38	[]	[]
21	obama	A	38	35	-1	oppose	wolverinetre	KRTerez1232	"Nice!  Breaking News     Liberals are voting for Obama because he's  black .  Such racism...
"	1	3948	black breaking liberals news nice obama racism voting	8	[]	[]
22	obama	A	4	3	-1	oppose	saintlouis	Politicfan99	"even the stimulus bill was a good idea!   You do realize that it was Bushes idea, right?
"	1	3950	bill bushes good idea idea realize right stimulus	8	[]	[]
23	obama	A	41	40	1	oppose	Mahollinder	BeSensible	"Obama was not a good choice. I can only give him credibility when he can guarantee that has sat down and read all 1000+ pages of the health care legislation he is pushing so intently.   He is pushing legislation, which is different from advocating any specific bill. When the representatives finish debating and come to some kind of concession, a bill will be proposed for legislation, voted on and the President  will then  review it, sign on or veto it for another round of debate. It would be pointless for the President to read all of the bills before they are up for legislation.   Only when a politician reaches out to the public divulging every detail of how legislation will work and can then explain in detail how any random citizen's particular situation will be affected, will they gain my respect.   Which is impossible until a bill has been finalized and voted on in the legislative branch. Until then there are no details of ""THE bill"" to plop out. Obama so far has been doing what he's supposed to be doing: talk about what his agenda is for the bill that is being debated and formed in the legislature, and correcting or clarifying misconceptions about what is being proposed by his administration.
"	2	3952	1000 administration advocating affected agenda bill bill bill bill bill bills branch care choice citizen clarifying concession correcting credibility debate debated debating detail detail details divulging doing explain finalized finish formed gain give good guarantee health impossible intently it kind legislation legislation legislation legislation legislation legislative legislature misconceptions obama obama out pages plop pointless politician president president proposed proposed public pushing pushing random reaches read read representatives respect review round sat sign situation specific supposed talk the veto voted voted work	81	[]	[]
24	obama	A	43	42	1	oppose	iamdavidh	viking68	"The Economy sucks still. Unemployment is up. Foreclosure is up. I mean I give Obama credit he has good ideas but they suck if not putting them to action.    When Obama took office we were losing on average 700,000 jobs per month. Now we've leveled off gaining some and losing some month to month. The reason Obama has not done as much as he wanted is because since he took office Republicans have raped the filibuster rule. Prior to Obama being president the most any party had used the filibuster in the history of the Senate in one year was around a hundred. Last year Republicans filibustered over 200 times. That is the only reason he hasn't had as much as he would like done. That's not his fault.  And every president since Nixon except Bush Jr has wanted to pass a healthcare bill. Every single one. Obama has been the only President able to, and that in itself is going to put him on par with some great presidents. And once this psychotic tea party pout fest ends and republicans come to their senses and start compromising on things, he'll be able to bring the economy the rest of the way back as well.  Of course though in 6 years Republicans will just elect another frat boy or actor to ruin all the hard democratic work again &gt;&lt;
"	2	3954	000 200 700 action actor average back bill boy bring bush compromising credit democratic done economy economy elect ends fault fest filibuster filibuster filibustered foreclosure frat gaining give good great gt hard he healthcare history hundred ideas jobs jr leveled ll losing losing lt month month month nixon obama obama obama obama obama office office one par party party pass pout president president president presidents prior psychotic put putting raped reason reason republicans republicans republicans republicans rest ruin rule senate senses single start still suck sucks tea things times to unemployment up up wanted wanted well work year year years	100	[]	[]
25	obama	A	44	43	-1	oppose	PrayerFails	iamdavidh	"When Obama took office we were losing on average 700,000 jobs per month.   The economy hit the trough of it's business cycle, and by suggesting Obama stopped the downward spike has no truth.    Last year Republicans filibustered over 200 times.   Where is your link of proof?   Of course though in 6 years Republicans will just elect another frat boy or actor to ruin all the hard democratic work again   Ronald Reagan had to clean up the mess after Jimmy Carter.  Bill Clinton wasn't a frat boy. He admitted to the use of marijuana in college.
"	1	3955	000 200 700 actor admitted average bill boy boy business carter clean clinton college cycle democratic downward economy elect filibustered frat frat hard hit jimmy jobs link losing marijuana mess month obama obama office proof reagan republicans republicans ronald ruin spike stopped suggesting times trough truth work year years	49	[]	[]
26	obama	A	45	44	1	oppose	iamdavidh	PrayerFails	"The economy hit the trough of it's business cycle, and by suggesting Obama stopped the downward spike has no truth.   Right wingers who claim to be independent like yourself have been doing this for decades. When the economy is bad when it's Regan or Bush in office it's a business cycle, when it's Obama or Carter it's their fault.   Where is your link of proof?   Here's a great article on the unprecedented obstruction of government  link   And here are loads of stories about the record number of filibusters. Google either ""Republican filibuster 2009 or 2010"", they are breaking their own record  link    Ronald Reagan had to clean up the mess after Jimmy Carter.  Bill Clinton wasn't a frat boy. He admitted to the use of marijuana in college.     Ronald Regan was the first to triple the national debt, and began us down the road of deregulation which is the primary reason we today are in such a deep recession. And I wasn't talking about Clinton, he was economically perhaps the best president in our history, Bush Jr. is the frat boy.
"	2	3956	2009 2010 admitted article bad began bill boy boy breaking bush bush business business carter carter claim clean clinton clinton college cycle cycle debt decades deep deregulation downward economically economy economy fault filibuster filibusters frat frat google government great history hit independent jimmy jr link link link loads marijuana mess national number obama obama obstruction office president primary proof reagan reason recession record record regan regan republican road ronald ronald spike stopped stories suggesting talking today triple trough truth unprecedented wingers	81	[]	[]
27	obama	A	47	46	-1	support	Axmeister	johnnyboy46	"""I am anti-Obama. I am not racist,""    im anti-obama because I'm racsit (not to all blacks just to him because he's black) why cant he go back to the country his parents came from and become leader over there
"	1	3958	anti anti back black blacks country im leader not obama obama parents racist racsit there	15	[]	[]
28	obama	A	48	-1	-1	oppose	saintlouis	null	"If McCain were also young and black he would be siting in the oval office right now, the media decided that election.
"	1	3959	black decided election mccain media now office oval siting young	10	[]	[]
29	obama	A	49	48	1	oppose	iamdavidh	saintlouis	"No, if McCain were young and black he never would have been elected to senate in Arizon all those years ago, and so never had the chance to run. Besides you know damn well that a black person cannot win a Republican primary... least you should know that.  And that aside, Obama was elected because he had a better message, and the last republican president sucked. He won by a lot, way more than 17% and you realize black people only make up around 17% of the population right?  The fact is, he was a better candidate, and the reason he won by so much is because so many people came out to vote. That's just a fact. Like with Clinton before, anytime there is a large turn out the democrat wins, because the democratic platform makes more sense and works better and has been shown to work better historically, and when you get the non-politicals excited enough about voting to actually look at issues without political bias they vote democratic.
"	2	3960	17 17 ago anytime arizon aside before bias black black black candidate chance clinton damn democrat democratic democratic elected elected excited fact fact historically is issues large lot make makes mccain message no non obama people people person platform political politicals population president primary realize reason republican republican right run senate sense shown sucked that turn vote vote voting win wins won won work works years young	67	[]	[]
30	obama	A	50	49	-1	oppose	saintlouis	iamdavidh	"Obama was elected because he had a better message   A false one.   and you realize black people only make up around 17% of the population right?   I never claimed that the black vote won his the election, I claimed the media won it.    anytime there is a large turn out the democrat wins, because the democratic platform makes more sense   No, it's because most people are stupid and will only vote when a candidate has massive support from the media.   non-politicals   You mean people who don't care or keep up with politics and have no clue who they're voting for.    actually look at issues without political bias they vote democratic   No, they look only at the individuals without looking at politics. I'm sure Obama is a good neighbor, I just disagree greatly with his politics.
"	1	3962	17 anytime bias black black candidate care claimed claimed clue democrat democratic democratic disagree elected election false for good greatly individuals issues it large make makes massive media media message neighbor no no non obama obama one people people people platform political politicals politics politics politics population realize right sense stupid support turn vote vote vote voting wins won won	60	[]	[]
31	obama	A	51	50	1	oppose	iamdavidh	saintlouis	"1. Well, he's trying. We now have ended military involvement in Iraq like he said, he passed healthcare like he said, we've ramped up involvement in Afghanistan like he said, and the economy has improved somewhat - not as fast as anyone would like, but it has improved.  2. Yeah you did, you said if McCain was black and young he'd be in office. This means being black would be one of the prerequisites. I explained why it was not. And as Fox mentions every 10 minutes more people watch fox, and fox has done nothing but demonize Obama from day 1 so by right media's own admission the idea of media choosing the president is logically impossible.  3. same as above. And both the Clinton elections and the Obama election had hundreds of thousands more voters than any Republican election in decades. The numbers say I'm correct.  4. It's my experience that those who ""disagree with his politics"" like prayerfails below is lost in a sea of right wing blogs and fox and actually have no idea what Obama's politics really are. You're going to have to prove a specific issue in some debate in order for me to buy this argument.
"	2	3963	10 above admission afghanistan are argument black black blogs buy choosing clinton correct day debate decades demonize did disagree economy election election elections ended experience explained fast fox fox fox fox he healthcare hundreds idea idea impossible improved improved involvement involvement iraq issue like logically lost mccain means media media mentions military minutes not numbers obama obama obama office order passed people politics politics prayerfails prerequisites president prove ramped republican said said said sea specific thousands trying voters watch well wing yeah young	83	[]	[]
32	obama	A	52	51	-1	oppose	saintlouis	iamdavidh	"Well, he's trying   With little results.    We now have ended military involvement in Iraq like he said   One of the few things I approve of him, but if Iraq falls into the sorry state Afghanistan is now I'll blame him almost exclusively.   he passed health care like he said   We will see if it was a good idea.   and the economy has improved somewhat   In a recession, this is not the place to ""somewhat"" do what you said you would do.   I explained why it was not   Being black won't only win over the black votes.    And both the Clinton elections and the Obama election had hundreds of thousands more voters than any Republican election in decades   Exactly, he attracts not only people who actually believe in the Democrat's politics but also with no clue.   It's my experience that those who ""disagree with his politics"" like prayerfails below is lost in a sea of right wing blogs and fox   And it;s my experience that those who voted for Obama did so only because of his image and not his politics.
"	1	3964	afghanistan approve attracts black black blame blogs care clinton clue decades democrat disagree do economy election election elections ended exactly exclusively experience experience explained falls fox good health him hundreds idea image improved involvement iraq iraq it lost military obama obama passed people place politics politics politics prayerfails recession republican results sea somewhat state things thousands voted voters votes well win wing	62	[]	[]
33	obama	A	53	52	1	oppose	iamdavidh	saintlouis	"Point by point:  1. Only because republicans have broken the country's record of filibuster 2 years in a row now. That's like blaming a fireman for running into a burning building but not being able to save everyone in it.  2. Of course you will, after all it was his fault we went there right... oh wait he was one of the few senators to vote against the war to start with &gt;&lt;  3. True. And it will be shown if anything that the bill should have gone further.  4. It took almost 10 years to pull out of the great depression. We hit the peak of the second worst recession in our history only 2 years ago.  5. The vast majority of people do not vote based on color, and just as many people would automatically  not  vote for a black person based on the color of their skin as they would for. You're logic is still retarded. Bill Clinton won, he was a democrat, he wasn't black. Jesse Jackson ran once, he  didn't  win, he is black. Only those obsessed with race are clueless enough to actually believe race had anything to do with it.  6. Hm, I would say judging by the previous president's performance compared to Bill Clinton's performance that it is the Republicans who suddenly show up for elections who have no clue.  7. Then you have little experience in the matter. I for example seem to be much more aware of this sort of thing and I voted for Obama.
"	2	3965	10 ago automatically aware based based bill bill bill black black black blaming broken building burning clinton clinton clue clueless color color compared country democrat depression elections experience fault filibuster fireman for further great gt history hit hm it it jackson jesse judging logic lt majority matter now obama obsessed once peak people people performance performance person point point president previous pull race race ran recession record republicans republicans retarded right row running save senators show shown skin sort start suddenly thing true vast vote vote vote voted wait war will win won worst years years years	97	[]	[]
34	obama	A	54	49	-1	oppose	PrayerFails	iamdavidh	"And that aside, Obama was elected because he had a better message, and the last republican president sucked.   Apparently, most want socialism and don't even know it.  Of course, suggesting the last president sucked is coming from a bias liberal.
"	1	3966	apparently aside bias coming course elected it liberal message obama president president republican socialism sucked sucked suggesting	17	[]	[]
35	obama	A	55	54	1	oppose	iamdavidh	PrayerFails	"We've been through this a million times and you have yet to show how any democrat past or present is a socialist. I think you have turrets.
"	2	3967	democrat million past present show socialist times turrets	8	[]	[]
36	obama	A	56	55	-1	oppose	PrayerFails	iamdavidh	"Know what else we been through a million times, Liberals claiming that Republicans are greedy capitalists who only curtail to the rich and powerful.   I think you have turrets. Fun game by the way.
"	1	3968	capitalists claiming curtail fun game greedy liberals million powerful republicans rich times turrets way	14	[]	[]
37	obama	A	57	56	1	oppose	iamdavidh	PrayerFails	"No, I claim over and over that Republican representatives dress the policies of greedy oil and insurance overloads in populist talking points like ""global warming is made up"", ""drill baby drill"", and ""oversite is socialism"" and trick silly bastards like yourself into voting one step closer to the caste system of have and have nots which is the ultimate inescapable conclusion of any purely capitalist society. Unfortunately it is harder to explain. Yahoos only understand bumper sticker talk - hence Palin is the front runner in GOP polling right now.
"	2	3969	baby bastards bumper capitalist caste claim closer conclusion dress drill drill explain front global gop greedy harder inescapable insurance made no nots now oil overloads oversite palin points policies polling populist purely representatives republican runner silly socialism society step sticker system talk talking trick ultimate understand up voting warming yahoos	50	[]	[]
38	obama	A	58	57	-1	oppose	PrayerFails	iamdavidh	"I claim over and over that Republican representatives dress the policies of greedy oil and insurance overloads in populist talking points like ""global warming is made up"", ""drill baby drill"", and ""oversite is socialism""   I claim over and over that Democrat representatives dress the polices of health care and business with talking points like public duty and responsibility and equality.   and trick silly bastards like yourself into voting one step closer to the caste system of have and have nots which is the ultimate inescapable conclusion of any purely capitalist society.   Republicans haven't trick me into anything. They are idiots. I am for personal freedom.  I don't vote Republican. Well, I did vote for Ron Paul. That is it.   Unfortunately it is harder to explain.    If to hard to explain, then there is probably really nothing to explain.   Yahoos only understand bumper sticker talk - hence Palin is the front runner in GOP polling right now.   Luckily, I am not one of those.
"	1	3970	anything baby bastards bumper business capitalist care caste claim claim closer conclusion democrat dress dress drill drill duty equality explain explain explain freedom front global gop greedy hard harder health idiots inescapable insurance it luckily made nots now oil overloads oversite palin paul personal points points polices policies polling populist public purely representatives representatives republican republican republicans responsibility ron runner silly socialism society step sticker system talk talking talking those trick trick ultimate understand up vote vote voting warming well yahoos	81	[]	[]
39	obama	A	59	49	-1	oppose	Axmeister	iamdavidh	"""Obama was elected because he had a better message""    yeah people only listened to him 'cause he was black they dont listen to normal politicians    ""He won by a lot, way more than 17% and you realize black people only make up around 17% of the population right?""    he didnt represent black people he represented all non-whites
"	1	3971	17 17 black black black cause didnt dont elected he listen listened lot make message non normal obama people people people politicians population realize represent represented right whites won yeah	30	[]	[]
40	obama	A	6	5	1	oppose	Mahollinder	SlashinatorX	"Obama is another Hitler.   So what you're suggesting is that president Obama believes in  lebensraum ,  volk , the supremacy of the white, Aryan race, and Roman architecture, has instituted various propaganda institutions geared at instigating a cult of youth, accepts that eugenics must begin in order to purify the white race, believes that non-Germans should have no rights, and Jews are the curse of the world leeching off of the German people and is shipping them off to ghettos, and then concentration camps to have them killed in the millions? Really? Obama is another Hitler?   There is not an ounce of capitalism or freedom in him.   Capitalism hasn't been practiced since the early 20th century. It didn't work and nobody liked it.   Why won't anybody in the media talk against him?   Faux noose?   Its because of the fairness doctrine.   The fairness doctrine only dictates that controversial issues need honest and fair coverage.   Stop listening to the liberal media.   Yeah! Next thing you're going to do is tell us to go to tea party rallies where we can talk about seceding from the union and show how revolutionary we are by angrily discussing how Fascist-Socialist-Communist the current president is!!!
"	2	3972	20th accepts angrily architecture aryan begin believes believes camps capitalism capitalism century communist concentration controversial coverage cult current curse dictates discussing doctrine doctrine early eugenics fair fairness fairness fascist faux freedom geared german germans ghettos him him hitler hitler honest instigating instituted institutions is issues it jews killed lebensraum leeching liberal listening media media millions non noose obama obama obama order ounce party people practiced president president propaganda purify race race rallies really revolutionary rights roman seceding shipping show socialist stop suggesting supremacy talk talk tea thing union volk white white work world yeah youth	95	[]	[]
41	obama	A	60	59	1	oppose	iamdavidh	Axmeister	"Bill Clinton won approximately the same percentage of white voters... did they only vote for Bill Clinton because he's black?  Face it Axmeister, as much as you want to blame the black man, as much as you want to wallow in your dilusion of white oppression, as much as you would like to obsess over race and blame it for this or that or an election, the fact is race had nothing to do with it.  The fact is a black man is president because he was the best candidate, and right now he is doing much better than McCain could have done.  Now go cry yourself to sleep over your hurt white pride.
"	2	3973	approximately axmeister bill bill black black black blame blame candidate clinton clinton cry dilusion done election face fact fact hurt it man man mccain obsess oppression percentage president pride race race sleep vote voters wallow white white white won	39	[]	[]
42	obama	A	61	60	-1	oppose	Axmeister	iamdavidh	"to be honest i dont give a damn about colour i just want an excuse to hate the american president
"	1	3974	american colour damn dont excuse give hate honest president	9	[]	[]
43	obama	A	62	48	-1	support	Axmeister	saintlouis	"the media decide everything thats involves the majority of the population .
"	1	3975	decide involves majority media population	5	[]	[]
44	obama	A	63	48	1	oppose	JustIgnoreMe	saintlouis	"and if McCain didn't disagree with every position he's ever had  (path to citizenship, border fence, bailouts, cap and trade, campaign finance, etc.)
"	2	3976	bailouts border campaign cap citizenship disagree etc fence finance mccain path position trade	13	[]	[]
45	obama	A	65	64	1	oppose	JustIgnoreMe	TheHater	"Just cuz some guy told Glenn Beck what he wanted to hear doesn't make it so.  It takes the same ignorance to say that the recession of 1920 had nothing to do with the war ending and establishment of the Federal Reserve, etc. as it does to not realize the previous administration's contribution to our current economic predicament.  ""On March 4, 1921 President Harding assumed office while the nation was in the midst of a postwar economic decline, known as the Depression of 1920-21. By summer of his first year in office, after a series of actions by the Federal Reserve to lower interest rates, an economic recovery was underway.  After the recession , starting in 1922, Harding cut taxes. The top marginal rate was reduced annually in four stages from 73% in 1921 to 25% in 1925. Taxes were cut for lower incomes starting in 1923. Despite these policies, the economy entered recession in May 1923 and remained in recession into the next presidency, through July 1924. Thomas E. Woods, however, contends in the Fall 2009 issue of The International Review, that the tax cuts implemented by President Harding ended the Depression of 1920-21 and were responsible for creating a decade-long expansion. In fact, there were three recessions in the 1920s prior to the Great Depression and the rate of recovery was slower than during the Great Depression.""
"	2	3978	1920 1920 1920 1920s 1921 1921 1922 1923 1923 1924 1925 2009 21 21 25 73 actions administration annually assumed beck contends contribution creating current cut cut cuts cuz decade decline depression depression depression depression economic economic economic economy ended ending entered establishment etc expansion fact fall federal federal glenn great great guy harding harding harding hear however ignorance implemented incomes interest international issue july long lower lower make march marginal midst nation office office on policies postwar predicament presidency president president previous prior rate rate rates realize recession recession recession recession recessions recovery recovery reduced remained reserve reserve responsible review series slower so stages starting starting summer takes tax taxes taxes thomas told top underway wanted war woods year	120	[]	[]
46	obama	A	67	-1	-1	null	MKIced	null	"He hasn't really done much, except for spend money that we don't have and talk a lot. In fact, I'd say he's kind of like a real housewife of NJ because he loves to ""shop"" and talk. ;)  And yes, I can say that because I'm  from  NJ. lol just kidding, anyone can mock them.
"	1	3980	fact housewife kidding kind lol lot loves mock money much nj nj real shop spend talk talk them yes	19	[]	[]
47	obama	A	68	-1	-1	null	clay123	null	"i believed him obama in his first year but now my approvel of him is dropping
"	1	3981	approvel believed dropping obama year	5	[]	[]
48	obama	A	71	-1	-1	null	nickpresley	null	"Obama hasn't done ANYTHING to help this country! All he's done this entire term is play Nintendo Wii (as much as I love video games) and go on vacations!
"	1	3985	as country entire games love nintendo obama play term vacations video wii	12	[]	[]
49	obama	A	74	73	1	oppose	Mahollinder	SlashinatorX	"Obama is gonna turn America into the USSA United Socialist States America   How?   There is not an ounce of capitalism or freedom in him.   Why do you say this?
"	2	3988	america america capitalism freedom gonna him how obama ounce socialist states this turn united ussa	15	[]	[]
50	obama	A	76	75	1	clarify	Mahollinder	GeneralLee	"Yawn.  "" There are a lot of wealthy, successful Americans who agree with me — because they want to give something back. They know they didn’t — look, if you’ve been successful, you didn’t get there on your own. You didn’t get there on your own. I’m always struck by people who think, well, it must be because I was just so smart. There are a lot of smart people out there. It must be because I worked harder than everybody else. Let me tell you something — there are a whole bunch of hardworking people out there. (Applause.)  If you were successful, somebody along the line gave you some help. There was a great teacher somewhere in your life. Somebody helped to create this unbelievable American system that we have that allowed you to thrive. Somebody invested in roads and bridges. If you’ve got a business — you didn’t build that. Somebody else made that happen. The Internet didn’t get invented on its own. Government research created the Internet so that all the companies could make money off the Internet.  The point is, is that when we succeed, we succeed because of our individual initiative, but also because we do things together. There are some things, just like fighting fires, we don’t do on our own. I mean, imagine if everybody had their own fire service. That would be a hard way to organize fighting fires.  So we say to ourselves, ever since the founding of this country, you know what, there are some things we do better together. That’s how we funded the GI Bill. That’s how we created the middle class. That’s how we built the Golden Gate Bridge or the Hoover Dam. That’s how we invented the Internet. That’s how we sent a man to the moon. We rise or fall together as one nation and as one people, and that’s the reason I’m running for President — because I still believe in that idea. You’re not on your own, we’re in this together. ""  If you've got it in your head that it's possible to be prosperous in America independent of public help, then you're deluded, and I've got no time for indulging delusional people. If your response - whether it's made public or held private - isn't anything but, ""I made a mistake in quoting Obama out of context,"" I've got no time for you either. You can take your bullshit elsewhere.
"	2	3990	agree allowed america american americans applause back bill bridge bridges build built bullshit bunch business but class companies context country create created created dam deluded delusional didn didn didn didn didn don either else elsewhere fall fighting fighting fire fires fires founding funded gate gave gi give golden government great happen hard harder hardworking head held help help helped hoover idea imagine independent individual indulging initiative internet internet internet internet invented invented invested is life line look lot lot made made made make man mean middle mistake money moon nation obama organize ourselves own own own own own people people people people people point president private prosperous public public quoting re re reason research response rise roads running service smart smart struck succeed succeed successful successful successful system teacher that that that that that that that there there things things things think thrive time time together together together unbelievable ve ve we wealthy well what worked yawn you you you	160	[]	[]
