Tarantula spotted eating an opossum in first-ever video recording	https://t.co/Pj7yifDgcI https://t.co/G1Bo8rMTO6
This self-flying drone makes sure that you never miss a photo op 📸	https://t.co/HKPSU3JstE https://t.co/ZWyVnIUQM6
This beach is home to friendly flamingos	https://t.co/cJTEmWYb1n https://t.co/vQGlECkqsk
This water bottle has a place to hide your keys, wallet, and phone 🙌	https://t.co/kcyi16eRof https://t.co/3g21ScJOiP
This is the amazing moment a pod of dolphins swam alongside a surfer	https://t.co/qeN3gYaOqm https://t.co/PVmynwrpb3
This pet gate retracts right into your wall 😮	https://t.co/nyEkU8yrrS https://t.co/vSS0isezK8
2019 #Oscars red carpet arrival looks https://t.co/wlrvCGzIOu
Check out tonights looks at the #Oscars https://t.co/FBgoDZ1lJs
Watch this mesmerizing pizza auto saucer machine work its magic	https://t.co/GYfLqw65iu https://t.co/840oLJ2ePD
$350,000 luggage scanner could speed up airport security lines	https://t.co/4Bo5z0RZhf https://t.co/5rTXOGGXKA
This kitten greets passengers at an Israeli train station every day	https://t.co/uhhgqT1XeM https://t.co/3Am3CYwxO4
This dining table turns into a shelf in two seconds	https://t.co/wvuaAodetM https://t.co/iuQcoJUu9L
Genius invention cleans trash from Baltimore’s harbor	https://t.co/4IEGybuvM7 https://t.co/q1kmKgTSSd
Grab your six closest friends and hit the streets with this giant bike	https://t.co/jkvIsjx8mE https://t.co/zh4NnE2Cj2
Nail printer turns any phone image into nail art	https://t.co/EpQi4MFAb4 https://t.co/esV2QiGfuQ
The latest hairstyle in Brazil changes colors right before your eyes  🔥👀	https://t.co/HLhW28aZQb https://t.co/IefFcUexCY
This is why airlines overbook flights and why we get ‘bumped’ from flights ✈️	https://t.co/SjxO9v5wUM https://t.co/jolHieu7Lw
This raincoat for your purse keeps your belongings dry in the rain 👛☔	https://t.co/yRr3YjyM4T https://t.co/evbkdo0r7x
This beauty blogger did his dads makeup and it is everything 👏	https://t.co/hIsKI67LyN https://t.co/VgyzaBGwrF
Ford has combined seat belts and airbags	https://t.co/vRKcDC3Wa4 https://t.co/SzK3GTJ4Tq
Tyra Banks is opening a modeling-themed amusement park	https://t.co/GMInbW0Ujq https://t.co/Q0HwGGD9JX
This artist uses surrealism and to create mind-bending GIFs	https://t.co/5xsFVXG1mS https://t.co/KAtMUnRdi9
This grandma's favorite workout is pole dancing 💃	https://t.co/wlWFXX2i02 https://t.co/zWxPzWTOB8
You can walk through pods that show just how bad pollution in major cities can be	https://t.co/L3nYqaZ7xH https://t.co/j5mxvHqOkr
Mixing paint has never been easier	https://t.co/BrM1E4aYrN https://t.co/7BvsmfBT6y
Massive $200 hurricane cocktail is one of New Orleans’ most popular drinks	https://t.co/WYqtPnDjl3 https://t.co/cRMMF7VPUW
Now, you can do your own stitches 🤕	https://t.co/MouXfeGCR9 https://t.co/nAC9QguB70
Robots sort these colorful bell peppers with super speed🌶️	https://t.co/gQte3UB10P https://t.co/jglTlgAedg
Watch how the many types of pasta are made 🍝	https://t.co/2Ql3woGvHG https://t.co/iV6mEUjAc5
Try not to tear up watching this story of an 11-year-old 😍	https://t.co/2ZYp78p1qD https://t.co/GCGKKn1kEW
This belt attaches motorcycle passengers to the driver 🏍️	https://t.co/VfoGNo2oeE https://t.co/SVpwjFKOEn
Take a look into the future with these robotic delivery dogs🤖📦	https://t.co/7uTS6vIcTS https://t.co/pSSnUKLQ4E
Watching clay be made into pottery is mesmerizing 😍	https://t.co/HPP0n17njr https://t.co/04SV2rQkzs
These Silverback Gorillas were caught playing in the rain	https://t.co/FwSohOQCdl https://t.co/kd1LPZFx4K
Here’s a sneak peek into the life of Australia’s snake wranglers 🐍	https://t.co/soFwiByKcl https://t.co/rc9bABpVzM
Fly through the sky attached to only a bungee cord	https://t.co/9zhfAerCOH https://t.co/z0jnMuXgOU
This company makes custom-shaped clouds bubbles	https://t.co/aLycVeNv7c https://t.co/k59E8O7Mib
Splitting wood has never been so easy	https://t.co/QaFuCQzoLF https://t.co/H8U8jJnbDo
This tent allows you to camp out in the water	https://t.co/PvaU1JFiZC https://t.co/JKvppmPjN2
This earthquake-proof bed turns into a safety chamber	https://t.co/MpqrYqo6sx https://t.co/JjU2KQpV4u
These houses are made entirely of LEGO-like bricks	https://t.co/BTiMA1Gel7 https://t.co/nlfmMxxXRd
You can fly your own fighter jet without flying experience	https://t.co/1i9KMenlQT https://t.co/HE4V4anPf6
This is the Keurig for cocktails 🍸	https://t.co/qTxo16ZNWO https://t.co/dr5h6eV0dX
These plates are edible	 https://t.co/sDR8ft7JNc https://t.co/VnJX9HciCG
The best way to experience this city is by roller coaster	https://t.co/EASWJTzu7H https://t.co/IBRDOzyRNL
This car can outrace a boat--in the water 😱	https://t.co/JdQSsM4FhW https://t.co/TsIW1OWNQh
This place in Miami serves giant mojitos	https://t.co/WcI4T2Dzni https://t.co/F3liiUm7yn
This farmer custom builds beautiful canoes 🛶	https://t.co/ADj7RpiYQC https://t.co/sldUGJzK9T
This tattoo artist has helped thousands of people recreate lost body parts 	https://t.co/NAw0EKXNWM https://t.co/HJpRf1IVDx
Meet the furriest member of the #StLouisBlues ice hockey team😍	https://t.co/fRoPAoK5OJ https://t.co/8K8Fo2you4
Hyper-realistic sculptures are freakishly detailed	https://t.co/OwXGhqS07r https://t.co/rHa14I6i7S
Here’s an up-close look at how eyelash extensions are applied	https://t.co/ySABBSWA6W https://t.co/q333r3P6VY
This is how Cheerios are made	https://t.co/lhBcUyXtxf https://t.co/qBFPdfLGsm
Wow 😱	https://t.co/UdCbhMXWVr https://t.co/elJE2gFkNn
This bed can double as your closet 	https://t.co/oI82iZrHlS https://t.co/lfMPTiqA9Q
These food slicers are mesmerizing 🧀🍉	https://t.co/pJUjQXtMsK https://t.co/oqYDTOGiZY
Cosplayer uses steel and robotics to create incredible ‘Doomfist’ costume	https://t.co/98AfzcOSxM https://t.co/cn5WZjwiv9
The Bread Bot could be coming to a grocery store near you	https://t.co/AGaB3q0nzH https://t.co/GRvggg8iGC
This Italian restaurant serves burrata cheese on a little swing 😋	https://t.co/0I8QAd5IJ1 https://t.co/JBniZRrFJO
Keep your skin beautiful all year long with these lace face masks	https://t.co/Tcou9ihDrd https://t.co/FKmPRsLGcx
This is our kind of van! 🚙	https://t.co/bCWtEYBfk1 https://t.co/Q5t06tTf1x
This surgical glue can seal wounds in under a minute 	https://t.co/xckhc8fGq0 https://t.co/xopUoeR6vN
Watch the moment a tarantula sheds its skin	https://t.co/NBskzFYh4O https://t.co/IQXLyrE2G6
Welcome to the College of Wizardry ✨	https://t.co/uFyM9XY1VI https://t.co/c4Qj6CTVOo
Watch these brave villagers rescue a crocodile from a pit	https://t.co/xX0062hBYJ https://t.co/bpqbbLo9cN
Can you guess what these flowers are made of? 🌸	https://t.co/sjMDZwkO4J https://t.co/6VjWxFCN0Z
This 72-year-old women nails deadlifts and burpees 💪🔥	https://t.co/32Aa6pl9eA https://t.co/ovECPXTztA
This artist paints famous logos you’ll recognize 🎨	https://t.co/ULl6aaEGHr https://t.co/MSH8rtTrFT
The most outrageous bacon creations that will make your mouth water 🥓🤯	https://t.co/OFQAc6bSy8 https://t.co/Sqqa1Z5VnA
911 callers reported a dog in ice...watch to find out what happens 🐶🚨	https://t.co/hkNJJf8GIh https://t.co/VIj64GNbIV
This volleyball training device lets you perfect your spike at home 🏐	https://t.co/eOfb7ETJyd https://t.co/A92Taj51z4
This artist makes straight lines look mesmerizing 😍	https://t.co/Ybwjd5SwPq https://t.co/PHWjtjyw6Q
You'll want to hit the gym after watching this mommy-daughter duo 💪👩‍👧	https://t.co/h4heFh1GnB https://t.co/mouQn0NKrY
Never get caught in the snow again with this Snow Bike  🏍 ❄️	https://t.co/tru23GgDND https://t.co/ZliGNgJgki
This is how toothbrushes are made	https://t.co/imsL6pHsI0 https://t.co/esvBGrFQ5e
The Bread Bot makes fresh loaves of bread 	https://t.co/AGaB3q0nzH https://t.co/0Rhr6fd7j4
Have you ever had your food delivered via roller coaster? 🍽️🎢	https://t.co/Ufh6PTKEEC https://t.co/mYK5RBo0Wz
This oozing putty is impossible to stop watching 😯	https://t.co/xLlZagnjf6 https://t.co/22paujAqOK
Jump off the world’s scariest bridge 🤢	https://t.co/6MLB9yp3RT https://t.co/BIhtd3Z3u7
This irresistible burger uses avocados as buns 🍔🥑	https://t.co/8FfnlW5CEG https://t.co/IMircxEShW
These birds flew together in the shape of a rabbit	https://t.co/PWnDICNayi https://t.co/SjNgh2r2CQ
That is too close for comfort 	https://t.co/Cest5VViax https://t.co/6TFxm6cbHD
This girl is the queen of hula hooping!	https://t.co/ZulDQLjzAy https://t.co/lBZu1w1Zpx
Landon was just a newborn when he met his best friend 👶🐕	https://t.co/jchLmFMlch https://t.co/B78WJcRjmD
These divers got close enough to touch this shark🦈😮	https://t.co/ftwiIEJiIJ https://t.co/UC8CT4y0Zs
Australian company makes tattoo removal look insanely mesmerizing	https://t.co/GKOHnQjpq1 https://t.co/WUzJVDbnvJ
These incredible murals are made from recycled keyboard keys 🤩	https://t.co/3P73BCVGB7 https://t.co/LEHxtW31Wd
This firefighting airplane saves lives from the sky✈️	https://t.co/usdp0hTxJw https://t.co/yNjd6zenbG
This $100 doughnut is covered in 24K gold 🍩🤑	https://t.co/iQq1sZ2NU3 https://t.co/HsfMNew7Kn
Turn your phone case into a spoon or fork with this gadget 😳🍴	https://t.co/VrmZ9pIAKR https://t.co/RahaUTevk3
This is professional rock blasting  💥🏔	https://t.co/UnDDHRiv5Q https://t.co/drpDuHNquP
Huge sticker works as plunger	https://t.co/1M1ITNaAIf https://t.co/tgIPXPKhEw
This is France's best-kept secret	https://t.co/Mw0kDDEx07 https://t.co/7aIkZYYqHY
This is the cutting edge of fashion--literally	https://t.co/PNUojG6iOz https://t.co/podwsF1dJM
This rake takes the snow off your roof in one motion	https://t.co/TamsZ32ZoK https://t.co/9CTHMB2uur
Would you drink a latte with a cockroach on it?	https://t.co/cCSfcVtSlt https://t.co/JmeB436d9J
These entrepreneurs all got their start in Hollywood 🤩	https://t.co/U0IL7INNxt https://t.co/sMqcodCmmA
The duo that’s breaking the internet	https://t.co/pRlTBBnWBT https://t.co/1hAt5b57gL
Are you a thrill seeker? Then this is the perfect trip for you	https://t.co/UPzKBLpt72 https://t.co/zBa8yTJUNn
Waterproof any item with Ultra-Ever Dry	https://t.co/1iK3ypukCH https://t.co/YpgFQaE1Ke
This Pennsylvania barbershop offers $3 to any kid who is willing to read a book aloud during their haircut 💇‍♂️	https://t.co/VUdm8tlZqk https://t.co/nH6L4qktyW
This device turns all surfaces into a keyboard	https://t.co/qauv7eJHXY https://t.co/QYtDCpjbjY
This two-legged robot could soon be delivering your packages	https://t.co/HgkBZackY6 https://t.co/sFv39rM7sC
This giant dog still thinks he's a puppy https://t.co/m9SXAddsZA
Break a Guinness World Record by jumping off this tower	https://t.co/dcXViAGDpz https://t.co/HouOJczLgx
This is a rock climbing treadmill	https://t.co/rOIC5OSH2Q https://t.co/iqUksuDugb
These divers spotted a giant great white shark near Hawaii🦈😮	https://t.co/ftwiIEJiIJ https://t.co/YlhJyPmWTr
Ohio State just opened a Pizza ATM that is available 24/7 🍕🏧	https://t.co/Sg86tHZ4BZ https://t.co/3cOln1qGtr
No more dirty shoes! 	https://t.co/SbASmBrNdL https://t.co/GhBjzIjKAh
This artist creates amazing Lego wall installations	https://t.co/r1jtrhtQCp https://t.co/RVgQcZ30nB
You can only read this book when you burn it 😱	https://t.co/W5HiklOB2z https://t.co/L0YY9hAhLF
These haircuts are literary masterpieces	https://t.co/JilvIUdDdE https://t.co/eL9xKULxu8
Finally, jeans for women that have *actual* pockets	https://t.co/ETB4IfaDma https://t.co/Qq8kfEUsIQ
What do you see when you look at these statues? 🤔	https://t.co/HGtQkHWojP https://t.co/5Gduzw4sJ1
These trippy 3D optical illusions are made with makeup 😱	https://t.co/roE9JmWXSw https://t.co/AvAlKKA2Uh
This device turns you into Spider-Man🕷🕸	https://t.co/JC5rj0q6WT https://t.co/kwBCLwYdEO
This car window turns what you see outside into a touchscreen	https://t.co/DT3FlVrNVK https://t.co/t9rKonkeNN
This AR mask helps firefighters get in and out of fires 5x faster 	https://t.co/KI2sSDP4yI https://t.co/55sUyymCx9
This 5-year-old boy broke out the cutest Michael Jackson dance moves after he finished his cancer treatment 	https://t.co/GTdrTw2uam https://t.co/HqAFXyvCni
Watch until the end	https://t.co/NW92N2Nhgs https://t.co/cncoJgWGTi
This one-of-a-kind dining experience lets you catch your noodles from a flowing stream	https://t.co/qocjHX5Jxz https://t.co/I8fNklf7cB
This innovative elevator could save lives in the event of a building fire	https://t.co/EjQCkd6sAM https://t.co/bh0ZeNlngk
This hotel turns vintage Volkswagen Beetles into beds  🚗	https://t.co/0cvV1OaUX0 https://t.co/JBVOgtNSn2
This is the best way to get a close look at hummingbirds	https://t.co/t1YCHIM42K https://t.co/G5klXk2sId
Women are growing out their armpit hair for ‘Januhairy’	https://t.co/eZbDEeAKTj https://t.co/v1nyHDkuqq
This is one of the largest bonfires in the world 🔥	https://t.co/rNhWjO5vXn https://t.co/WfgcDZ43Ko
Meet Roman, an adorable seven-year-old who saved over 1,300 dogs from kill shelters ❤️🐕	https://t.co/KuYdFVbLxV https://t.co/9iRLvCWHY3
This puppy rescue is unbelievable! 	https://t.co/lsVMmYd2q8 https://t.co/3ugRelJpG8
Sharks can be cute too  	https://t.co/1HlYrPRA7q https://t.co/XtKWbPzwy7
A mother was worried nobody would attend her son's birthday. Wait to see his surprise. 	https://t.co/7r5X2UUlqM https://t.co/mAtmDty3cm
This stairs-slide workout looks incredible 🏃🏃🏻‍♀️	https://t.co/jvw6Sjc8md https://t.co/JimB3cTbOb
Try not to shed a tear watching this video	https://t.co/6EdsXIQfwk https://t.co/tcjin7dCmQ
Get this first-class experience for $20,000 ✈️🥂💰	https://t.co/hrXeIcZXw5 https://t.co/JrOKu57zEm
Easily spread cold butter with this gadget	https://t.co/l5T3Nbk57J https://t.co/aqlNbaVVyn
This flying simulator feels so authentic that you may never want to return to reality 😮✈️	https://t.co/CLulSpaQCc https://t.co/RnGPjh280O
In this restaurant, all the food is cooked by robots	https://t.co/OlOS0V8EOD https://t.co/X2VAI4CO7D
You can strip the paint off a car with this water blasting system	https://t.co/MzKRRdvSYI https://t.co/gQRoih7qTH
@sarahashlev Hi, my name is Allegra and I'm a video producer for AOL's In The Know. We would love to feature this video. We will credit your name do we have permission?
These gates can stop a 15,000 pound truck at 50mph 🛑🚛	https://t.co/D0GxYYJk4Q https://t.co/92zFZLAzh6
This drinking game is the ultimate game of chance 🥃	https://t.co/GIsJybkw9V https://t.co/F7G6sFIFjV
Hyperrealistic oil paintings will dazzle you	https://t.co/VBs5mhhfsZ https://t.co/tD8mHGOqLp
This U.S. coin comes with a miniature sword 😲🗡️	https://t.co/wDolz8VUhV https://t.co/GGjEyWFHtm
This alligator is living her best life 🐊	https://t.co/upyvxzM4Rm https://t.co/jTFD731y4M
Take a tour of the world’s largest cruise ship in the world 	https://t.co/fKvzDtfj2K https://t.co/tz8aXOFCOy
Would you try this Cheetos soft serve? 🤔	https://t.co/vMp0z0jdXD https://t.co/LkWS5l4lPI
@Julia_Noah Sent you an Instagram DM
This is how you get perfectly round bushes https://t.co/PTFhYAFF62
Potty train your cat	https://t.co/LfcSh36zO4 https://t.co/HWiycicWqo
Watching how pasta is made is the most satisfying thing you'll see all day https://t.co/Gk954JBqJQ
Refugee children adorably celebrate their first ever snowfall	https://t.co/OFz53AkPGf https://t.co/PTb4YmTt33
Tag a friend that you would want to waterblade with	https://t.co/Xf6jEmQOYu https://t.co/LMjnWKdJyl
These are the most eye-catching skull looks ever	https://t.co/xX5mt5s7KP https://t.co/LrfFiT8gQP
This beer dispenser fills cups from the bottom 😲	https://t.co/3f59eZ8imt https://t.co/p7s2voX5GB
From tattoos to fire art, this guy can do anything 🔥💉	https://t.co/OqDQlYyilI https://t.co/cmujq4PwRD
This guy is a master at creating mesmerizing letter art https://t.co/JehmCHeVUR
These Rubik’s Cubes are incredibly colorful	https://t.co/Khl6dfo93L https://t.co/shhg6TiTsz
You probably aren’t ready for this 😱	https://t.co/UBW58qfTue https://t.co/Z7aWYdflUQ
This restaurant in Shanghai is run by robot waiters	https://t.co/IdtuKnOHAs https://t.co/WZVtVGbsWU
You can walk on the ocean floor thanks to this incredible helmet	https://t.co/8eXnTcCRT2 https://t.co/kASjV4sV8B
15-year-old cake baker is a YouTube sensation	https://t.co/km0G2uXHvh https://t.co/pDZCRUCbo0
Did you know ice caves actually exist?	https://t.co/W5HbNdkpqp https://t.co/mKzhsyPzUY
This furniture folds like origami	https://t.co/LX7fgdzSpp https://t.co/RZseyh4Jzv
Watch this incredible potter make mesmerizing designs on pottery https://t.co/Hk9KvK6WTz
The internet is loving this Christmas-tree inspired hair-do 🎄	https://t.co/JldhAT1xhD https://t.co/EAr9Y8RDgF
We could watch this carpet cleaning all day long 😍	https://t.co/3hcCJA1SBu https://t.co/g6oscM9cTO
This dirty pour acrylic technique is incredible	https://t.co/eigtUaRFL2 https://t.co/sEJf6bX87Q
These bold tattoo designs stand out above the usual inked portraits	https://t.co/vI0Xo7ofIw https://t.co/FgnjQkXSzf
This nail salon does the most delicious nail art ever 💅 😋	https://t.co/9BTxiiNBIr https://t.co/5RlxsLDjO0
These self-parking chairs keep your office nice and tidy 💁	https://t.co/Znc9J4EFrZ https://t.co/9TaJhPrQZc
Swim like a fish in this indoor aquarium pool	https://t.co/C1t1yZeBhF https://t.co/EU9mOY8Ya5
This is a behind-the-scenes look at how cookie cutters are made	https://t.co/I5T8zN44oU https://t.co/qViEwsA0u9
This device turns you into Spider-Man🕷🕸	https://t.co/JC5rj0q6WT https://t.co/MOtoi7OpHZ
It’s a bird! It’s a plane! It’s a boat?🚤	https://t.co/6UnHYThKEw https://t.co/aSD2K3rPxK
Getting ‘netted’ is the latest viral trend that has people diving through a Christmas tree machine 🎄😆	https://t.co/6rXYKGvlAq https://t.co/uUhvLfyxXC
What do you get when you combine cellophane and graffiti?	https://t.co/W6YpQxQyYg https://t.co/4Sx5B7p1rZ
This is what it looks like when you go hang gliding	https://t.co/0Y7JHvDlbl https://t.co/QHPcqhiI1f
This machine can wrap 50 gifts in one minute 😲	https://t.co/S1MBIKfnNj https://t.co/DQGo6PpMzq
Talk about making an entrance🚢	https://t.co/mm2vSy5K2U https://t.co/c0y1HDwFyJ
This fold-out mirror makes cutting your own hair easier than ever 🙌	https://t.co/vnVEKHAGan https://t.co/cEE2Dhbovt
Get a beautiful 360-degree view of the Indian Ocean from this mansion	https://t.co/kifmoEKNnV https://t.co/6fH2Pqoci4
These wax seals will have you writing letters again!	https://t.co/IT7EKnOyb9 https://t.co/alDuCgp70u
This machine uses the ocean’s waves to power your home 😲🌊	https://t.co/oe8xsnXtii https://t.co/8neKT2i5hl
This bed projects movies from its headboard 😮 https://t.co/19fWNTgrwC
This futuristic mahjong table shuffles the tiles for you 😲	https://t.co/HogdHrzo5z https://t.co/cRrQjjMj7F
Have you ever seen a fire tornado inside a bubble? 🔥	https://t.co/dVxZC7In95 https://t.co/6BrzNnJYVF
These candles have layers on layers 😍	https://t.co/4ium6KYBQM https://t.co/3Wr10HfmjH
These trippy 3D optical illusions are made with makeup 😱	https://t.co/roE9JmWXSw https://t.co/09hmTKqSqt
You can finally ride your bike on water 🚲🌊	https://t.co/SWig9C6LTX https://t.co/vh2vxj2VSv
Would you do this? 😱😱😱	https://t.co/4kHkXX2Ju8 https://t.co/RN9oOtCzOX
Watching people cut soap is so relaxing!	https://t.co/UEedkEsBhu https://t.co/aVEfTolE8p
Take a look inside this ultra-luxurious Maldives getaway ✈️	https://t.co/jq8qkfBm3H https://t.co/oJmELaas55
This van turns into a luxurious limousine	https://t.co/bCWtEYBfk1 https://t.co/WbLdOkB9Fp
This is so terrifying	https://t.co/O1bBgBraqe https://t.co/oFW32ihRcZ
This is a firefighter’s secret weapon 🔥	https://t.co/OICM9u91SB https://t.co/0NoYjVxZ1S
This wearable airbag is 8x more effective than a regular bike helmet	https://t.co/9qCebwfI0J https://t.co/6VCtOol2sT
This pocket-sized cook pot could save a life	https://t.co/PNuhMBkLd7 https://t.co/4lGiMYOqZF
These insane rides are the ultimate gamble in Las Vegas	https://t.co/z1W6B7R2eq https://t.co/WIUklitl7U
This neighborhood battles it out for the best Christmas light display 🌟🎄	https://t.co/r4y6y0QJfT https://t.co/igC1KwkZIg
Wave to your friends from this see-through tunnel 👋	https://t.co/aZZhPP1ORz https://t.co/bC8DJysFmk
These fruits are too stunning to eat 😍	https://t.co/nkt5iv1T8I https://t.co/gVcRcelpyN
This robotic checkout counters bags groceries for you	https://t.co/42aKWcHMM9 https://t.co/ikcYpg3QPF
This underwater experience costs $50,000 a night 🌊	https://t.co/co1vacZv6t https://t.co/gT8qIHKfQ8
Watching these stencils get pulled away is absolutely mesmerizing	https://t.co/ifuVrmUHY0 https://t.co/pacHKEDwBu
This bot can detect weeds and pick them – without harming the environment	https://t.co/LWCSdSIlLC https://t.co/XILcX8Rp74
This glass revolutionizes how you take shots	https://t.co/POsJ24eGhT https://t.co/plYcLExFjs
This AR game brings rock climbing to the 21st century	https://t.co/JUOvUefM6f https://t.co/tSzj2MQbou
Adorable llama in the Italian countryside https://t.co/c08DQbd8Wx
Important: How to prevent your Christmas tree from catching fire	https://t.co/VXJpiEP5f5 https://t.co/iTYhZPMVqv
Escape an emergency situation fast with this inflatable slide	https://t.co/Uh4iNBKPJC https://t.co/rlQDVtKPKU
Portable cereal cup is the best way to take breakfast on-the-go	https://t.co/JqNY1C0AhP https://t.co/xtg5CwcGEt
This robotic strawberry picker harvests the fruit around the clock	https://t.co/RDo4eyRma2 https://t.co/0aMdEQllZi
Automated kitchen cooks food by itself	https://t.co/xhjrJSPAN9 https://t.co/Q8xm60pcen
This knife can literally clean itself 🔪	https://t.co/nqNsjnplfu https://t.co/ALCoxCMGbM
Waterbom Bali is the best waterpark ever	https://t.co/C1xHH4tXn8 https://t.co/zqmBruSLVN
@liam_macca14 @SJBridge8 Hi! May we share this video in a story for our Facebook pages? We will give you credit in the video!
Wai-o-tapu is a geothermal wonderland	https://t.co/VmHskp4FTM https://t.co/uzY5Pdqllp
This pen lets you draw on your food	https://t.co/g7kL0cKn7Y https://t.co/lwNAxg4f65
This hotel has private pool balconies	https://t.co/qUG4z0NDQg https://t.co/BCGSxmX5mZ
This tool rakes the snow off your roof quickly and easily	https://t.co/TamsZ32ZoK https://t.co/aJOQHiHXIt
No one can steal your wine with this bottle lock 🍷	https://t.co/RKYx5Q2svV https://t.co/6EcWsmUcaM
Geometric pastries are unlike anything you’ve seen before	https://t.co/sNn3jfsXUP https://t.co/MbQFABmfLJ
This litter box can self-clean after each use	https://t.co/EResKprC4F https://t.co/y87V4hItYq
Don’t look down 😱	https://t.co/s7Hpu83O6O https://t.co/fLGCGT2VRt
I could watch road markings being painted all day 😍	https://t.co/SHQt4J1XRr https://t.co/Q7vEFp06cO
Family game night is now all day long at this incredible #Airbnb	https://t.co/4S8Mr7845q https://t.co/s1PTAveadc
@Thomasintokyo Hi! We love your artwork and your family's story. We'd like to feature your work in a video story for our pages, can we email you about possibly receiving permission to use your photos/videos in our story?
This underground dog house is the perfect gift for your pup	https://t.co/ST95Xl9fI0 https://t.co/pkLrO9L1VD
Use these hair grippers to hold hair firmly in place while cutting hair	https://t.co/yLySdTGJ5F https://t.co/u1qn0Xc0tx
These are some genius secret storage spaces	https://t.co/AW9ufYoAqw https://t.co/vRacmxKuyS
These sweaters allow you to hug your boo in any weather	https://t.co/W08PxwuAaL https://t.co/u2I7riJWQ8
@uhouhodon Hi! This video is so cool! Could we have permission to share it on our page?
‘Shower Feet’ are special shower shoes with bristles 	Buy here: https://t.co/epqWIun3bU		https://t.co/4C6I3yaQ5M https://t.co/ivPPBpZT5a
Cheers to the best advent calendar yet! 🎄	https://t.co/NQMvZPYnDK https://t.co/nA48Q4DbOr
This caterpillar-like robot may be the future of drug delivery  🤔🐛	https://t.co/74xQKI9KvC https://t.co/qwFFkGvRKu
This is a behind-the-scenes look at how chains get made	https://t.co/WvEs7lR6oQ https://t.co/BxU8dYpcTD
Holy avocado! 🥑	https://t.co/OTK9Y7JWAj https://t.co/JacSsuKUS0
Ride in style on this ‘flying yacht’	https://t.co/6xGN56A3nv https://t.co/tfkDf0nEyf
This is the world’s longest urban zip-line	https://t.co/XPVMf4YMSH https://t.co/JWcRuXRT0K
You won’t need a dryer with clotheslines this cool	https://t.co/LJTlTwTNer https://t.co/VW8mS1lm3F
Albert is the cutest rescued turkey 😘	https://t.co/NUknpW2WHO https://t.co/res2231DZo
This mobility scooter folds and unfolds itself	https://t.co/bkXBqR56bB https://t.co/zleEc4NN8D
You’ll want to play with these cartoonish Rubik’s Cubes all day long	 https://t.co/Khl6dfo93L https://t.co/xJBJmQGsZt
These floating parks are made out of 100% plastic trash	https://t.co/yV6r25xcSg https://t.co/nRhnH9bGLm
Skydiving in Dubai is a must for your bucket list 	https://t.co/U1PYklxB6h https://t.co/Fmhs14yBo1
Turn your soda into a slushy with the Arctic Coke Machine 🥤	https://t.co/KUzlBEncno https://t.co/aTSFXXqMNt
This car ice scraper is that fastest and easiest you’ll ever use ❄️🚗	https://t.co/WEviY6SLbS https://t.co/H5q0ZFYUf8
Underwater scooter tours are the best way to explore the ocean 🌊	https://t.co/js8SglviSP https://t.co/HmvmXaCDDR
This is portable security device stops intruders in their tracks	https://t.co/e47ybHjLcY https://t.co/xePkmR0I21
